brand,screen_size,harddisk,ram,price
apple,13.3,256.0,16.0,1499.0
dell,16.0,512.0,32.0,1662.92
lenovo,11.6,128.0,4.0,286.0
dell,15.6,256.0,16.0,1526.31
dell,13.4,512.0,16.0,909.99
microsoft,15.0,256.0,8.0,799.0
asus,15.6,1000.0,16.0,2249.99
dell,16.0,1000.0,40.0,1498.0
lenovo,15.6,128.0,4.0,222.5
apple,15.6,512.0,24.0,1899.0
dell,15.6,512.0,16.0,681.61
dell,15.6,512.0,32.0,1699.95
dell,14.0,512.0,16.0,802.91
apple,16.2,1000.0,32.0,3043.95
dell,17.3,2000.0,64.0,3208.03
dell,15.6,256.0,8.0,760.99
asus,11.6,32.0,2.0,199.99
hp,15.6,1000.0,32.0,849.99
lenovo,15.6,1000.0,20.0,419.0
acer,14.0,512.0,8.0,799.99
dell,11.6,512.0,16.0,1299.95
dell,14.0,512.0,8.0,656.25
acer,11.6,32.0,4.0,219.0
gigabyte,14.0,512.0,16.0,700.43
hp,15.6,2000.0,32.0,298.7
hp,15.6,500.0,8.0,799.81
asus,11.6,32.0,4.0,169.0
dell,15.6,1000.0,32.0,949.0
dell,14.0,256.0,16.0,1875.98
lenovo,16.0,512.0,16.0,2352.59
dell,13.3,512.0,8.0,749.0
dell,15.6,512.0,16.0,1566.99
dell,13.4,2000.0,32.0,1820.99
dell,14.0,512.0,16.0,1077.24
lenovo,16.0,512.0,16.0,1851.99
samsung,11.6,64.0,4.0,249.49
dell,15.6,2000.0,32.0,2409.99
lenovo,11.6,64.0,4.0,229.0
dell,14.0,512.0,16.0,2472.99
dell,15.0,512.0,32.0,1999.95
lg,16.0,4000.0,16.0,1919.0
dell,16.0,4000.0,64.0,1317.06
acer,15.6,2000.0,32.0,2129.99
dell,15.6,512.0,16.0,1514.09
lg,15.6,256.0,8.0,999.99
dell,17.0,1000.0,16.0,2179.05
lenovo,14.0,512.0,16.0,2426.99
microsoft,13.5,512.0,16.0,1499.99
dell,15.6,2000.0,16.0,1436.81
dell,13.3,512.0,12.0,795.0
hp,14.0,128.0,4.0,328.58
dell,15.6,256.0,8.0,1443.6
acer,11.6,32.0,1.0,295.4
dell,13.3,256.0,8.0,729.0
hp,12.5,256.0,8.0,209.98
dell,14.0,512.0,32.0,1652.99
lenovo,15.6,256.0,8.0,1920.57
dell,14.0,256.0,16.0,544.0
hp,13.3,512.0,16.0,2099.0
dell,16.0,512.0,16.0,854.86
lenovo,16.0,256.0,16.0,1007.0
lenovo,14.0,512.0,32.0,1644.31
lenovo,14.0,2000.0,16.0,1131.06
hp,12.5,512.0,16.0,307.98
msi,14.0,512.0,8.0,699.0
dell,15.6,500.0,8.0,529.95
dell,16.0,1000.0,16.0,854.86
lg,17.0,512.0,8.0,1469.99
hp,15.6,512.0,16.0,2299.0
msi,17.3,4000.0,64.0,2569.0
dell,14.0,256.0,16.0,1652.68
asus,15.6,512.0,12.0,479.0
dell,15.6,1000.0,32.0,1681.29
acer,14.0,512.0,16.0,599.99
toughbook,14.0,512.0,8.0,749.89
lenovo,14.0,512.0,12.0,1049.0
dell,15.6,1000.0,16.0,342.98
samsung,11.6,16.0,2.0,85.0
dell,14.0,512.0,16.0,339.0
dell,15.6,320.0,4.0,249.95
dell,14.0,512.0,16.0,1770.16
dell,14.0,2000.0,64.0,993.23
hp,14.0,256.0,4.0,252.98
dell,14.0,256.0,32.0,999.66
lenovo,13.0,256.0,16.0,1504.08
dell,14.0,512.0,8.0,540.0
acer,15.6,256.0,8.0,436.11
lenovo,15.6,128.0,12.0,458.14
acer,16.0,1000.0,16.0,1849.0
dell,14.0,256.0,16.0,1713.59
lenovo,13.3,512.0,16.0,1730.95
hp,15.6,128.0,4.0,288.0
dell,15.6,256.0,32.0,714.34
dell,14.0,2000.0,64.0,1406.04
lenovo,16.0,512.0,16.0,1960.77
acer,11.6,16.0,16.0,159.95
dell,14.0,2000.0,64.0,1419.92
msi,17.3,1000.0,32.0,3599.0
hp,13.3,1000.0,16.0,1499.0
dell,15.6,512.0,16.0,1734.21
dell,15.6,512.0,16.0,873.93
dell,14.1,160.0,16.0,89.99
dell,16.0,512.0,32.0,1385.98
lg,17.0,2000.0,16.0,1515.03
dell,16.0,512.0,24.0,1193.72
hp,15.6,512.0,16.0,425.99
hp,14.0,512.0,16.0,1796.25
dell,13.4,1000.0,16.0,1101.49
hp,11.6,512.0,4.0,401.99
dell,14.0,256.0,16.0,1699.0
dell,11.6,512.0,4.0,287.99
dell,14.0,512.0,16.0,2108.4
dell,14.0,128.0,4.0,361.65
hp,14.0,256.0,16.0,1659.99
dell,15.6,512.0,16.0,879.0
dell,13.3,512.0,16.0,1399.81
hp,14.0,512.0,16.0,1963.3
dell,11.6,32.0,4.0,289.0
lg,14.0,1000.0,16.0,1699.99
lenovo,17.3,1000.0,64.0,2899.0
dell,15.0,256.0,16.0,1523.03
dell,13.3,256.0,8.0,545.0
acer,11.6,64.0,8.0,485.99
dell,17.3,512.0,16.0,1998.77
lenovo,14.0,256.0,8.0,844.65
dell,14.0,2000.0,32.0,2668.91
dell,14.0,256.0,8.0,569.77
dell,15.6,512.0,16.0,1599.77
hp,13.3,256.0,8.0,905.27
hp,14.0,512.0,4.0,169.0
lenovo,15.6,512.0,8.0,799.0
dell,15.6,2000.0,64.0,3245.46
dell,15.6,500.0,8.0,266.98
dell,15.6,512.0,32.0,1244.95
dell,16.0,1000.0,32.0,1269.99
lenovo,15.6,512.0,16.0,1171.31
dell,14.0,256.0,16.0,1557.79
dell,11.6,512.0,8.0,899.95
lenovo,15.6,256.0,8.0,699.99
dell,17.0,4000.0,64.0,3799.0
dell,13.3,256.0,8.0,807.99
lenovo,15.6,500.0,16.0,369.95
lenovo,16.0,1000.0,32.0,2399.99
dell,15.6,512.0,16.0,809.0
hp,14.0,512.0,4.0,228.0
dell,13.4,1000.0,16.0,1101.34
dell,13.3,256.0,8.0,1129.99
dell,14.0,256.0,8.0,696.99
dell,14.0,1000.0,32.0,880.62
hp,15.6,500.0,16.0,289.95
razer,17.3,1000.0,32.0,5599.0
lenovo,14.0,256.0,8.0,616.99
asus,14.0,128.0,4.0,432.99
dell,13.4,1000.0,32.0,1150.99
acer,15.6,32.0,4.0,344.0
msi,14.0,512.0,16.0,1025.01
dell,13.0,256.0,8.0,655.99
asus,15.6,1000.0,32.0,1789.0
dell,14.0,512.0,16.0,879.84
hp,14.0,512.0,16.0,791.79
dell,15.6,2000.0,64.0,2175.86
lenovo,14.0,512.0,16.0,1470.77
dell,15.6,256.0,8.0,1531.28
acer,14.0,32.0,4.0,275.0
msi,17.3,2000.0,32.0,1666.47
lg,17.0,2000.0,16.0,1850.52
dell,14.0,512.0,16.0,1626.18
dell,18.0,1000.0,32.0,3098.97
dell,17.0,512.0,64.0,3498.77
dell,15.6,512.0,16.0,890.77
dell,15.6,1000.0,32.0,835.57
dell,17.3,2000.0,64.0,3273.54
acer,14.0,512.0,16.0,1099.99
dell,15.6,512.0,4.0,129.0
lenovo,14.0,512.0,16.0,1379.99
lenovo,14.0,512.0,16.0,999.0
dell,16.0,512.0,32.0,2199.99
lenovo,14.0,256.0,16.0,743.92
dell,15.6,256.0,8.0,739.41
dell,14.0,1000.0,16.0,1264.99
dell,13.3,128.0,8.0,999.0
acer,15.6,512.0,64.0,1319.99
lenovo,14.0,256.0,8.0,1188.25
dell,13.4,2000.0,16.0,1351.34
dell,14.0,512.0,16.0,1399.99
dell,14.0,512.0,16.0,1817.07
hp,14.0,512.0,16.0,1699.0
lenovo,15.6,1000.0,4.0,324.86
dell,15.6,512.0,16.0,1659.96
dell,13.3,256.0,16.0,1376.99
hp,15.6,512.0,16.0,1147.99
lg,16.0,256.0,16.0,999.0
dell,14.0,256.0,16.0,1899.0
dell,14.0,512.0,32.0,2070.75
hp,15.6,512.0,4.0,376.21
lenovo,11.6,500.0,4.0,298.95
hp,15.6,512.0,8.0,1858.99
msi,17.3,512.0,16.0,1989.33
asus,15.6,128.0,8.0,419.99
hp,16.0,512.0,16.0,2152.78
dell,17.3,512.0,32.0,1245.49
dell,13.3,256.0,8.0,740.98
dell,15.6,2000.0,16.0,1827.69
acer,15.6,1000.0,4.0,449.99
asus,15.6,128.0,8.0,399.99
acer,15.6,512.0,32.0,1049.99
dell,15.6,2000.0,64.0,971.04
dell,17.0,1000.0,32.0,1589.0
lenovo,15.6,512.0,8.0,1002.26
dell,15.6,512.0,16.0,310.98
dell,16.0,2000.0,64.0,4277.34
asus,14.0,128.0,4.0,135.49
dell,13.3,512.0,16.0,1099.99
acer,14.0,256.0,8.0,1518.88
hp,15.6,512.0,16.0,849.49
acer,11.0,8.0,8.0,379.99
lenovo,13.3,256.0,8.0,649.49
dell,15.6,1000.0,16.0,1598.0
dell,13.3,512.0,16.0,1239.77
acer,16.0,512.0,16.0,1249.0
dell,18.0,1000.0,64.0,2951.99
asus,14.0,512.0,16.0,2499.0
alienware,17.3,512.0,32.0,1594.95
hp,14.0,512.0,16.0,245.01
dell,14.0,2000.0,16.0,1659.67
acer,15.6,128.0,4.0,429.99
hp,17.3,256.0,16.0,2299.0
lenovo,14.0,512.0,5.0,1149.0
samsung,15.6,512.0,16.0,1299.0
dell,18.0,1000.0,32.0,2629.98
dell,15.6,256.0,16.0,2399.0
dell,15.6,1000.0,32.0,2000.98
acer,15.6,256.0,8.0,519.0
hp,15.6,512.0,8.0,1999.0
dell,14.0,256.0,8.0,600.49
dell,13.4,1000.0,32.0,1895.92
toughbook,14.0,1000.0,16.0,737.99
hp,14.0,256.0,16.0,1237.1
dell,15.6,512.0,16.0,1288.88
dell,15.6,1000.0,16.0,1271.26
dell,15.6,512.0,16.0,1673.48
asus,15.6,512.0,8.0,848.88
msi,15.6,1000.0,32.0,2591.48
lenovo,14.0,256.0,8.0,739.99
lenovo,15.6,512.0,16.0,838.7
dell,14.0,256.0,16.0,1432.8
hp,15.6,512.0,16.0,2999.0
dell,12.3,256.0,16.0,999.0
hp,14.0,256.0,16.0,778.0
dell,14.0,500.0,4.0,180.0
lenovo,14.0,512.0,16.0,1467.99
dell,15.6,256.0,8.0,784.09
dell,14.0,2000.0,64.0,1616.96
dell,17.0,1000.0,32.0,1999.95
hp,14.0,8.0,8.0,730.11
msi,17.3,2000.0,32.0,1997.1
lenovo,13.3,256.0,16.0,1419.99
dell,14.0,256.0,8.0,699.0
dell,14.0,512.0,32.0,1668.53
hp,15.6,512.0,4.0,572.84
acer,15.6,512.0,32.0,859.0
dell,15.6,256.0,16.0,1100.72
dell,13.3,512.0,16.0,1154.33
dell,14.0,256.0,16.0,692.99
dell,18.0,1000.0,16.0,2298.34
lenovo,14.0,500.0,16.0,379.0
dell,16.0,512.0,16.0,1161.11
dell,15.6,1000.0,16.0,2370.07
asus,13.3,256.0,8.0,1143.73
lenovo,14.0,256.0,8.0,781.99
lenovo,15.6,1000.0,16.0,1539.77
dell,16.0,512.0,16.0,1099.99
lenovo,14.0,256.0,8.0,699.0
msi,17.3,512.0,8.0,1599.0
dell,14.0,256.0,16.0,1195.94
dell,14.0,1000.0,16.0,1096.99
hp,14.0,512.0,16.0,179.55
dell,11.6,512.0,4.0,216.49
lenovo,14.0,512.0,16.0,2242.99
dell,14.0,256.0,16.0,1026.13
acer,15.6,32.0,4.0,221.41
asus,17.0,512.0,32.0,2799.0
dell,13.0,256.0,16.0,750.74
dell,13.3,512.0,8.0,798.94
dell,13.3,512.0,8.0,799.81
dell,15.6,512.0,32.0,1769.77
acer,14.0,512.0,8.0,699.8
dell,15.6,256.0,8.0,727.53
hp,13.3,512.0,16.0,2399.0
microsoft,13.5,512.0,8.0,199.99
dell,15.6,1000.0,32.0,1449.81
dell,14.0,256.0,16.0,1734.85
dell,13.3,256.0,16.0,972.45
dell,15.6,1000.0,16.0,1199.0
lenovo,14.0,512.0,16.0,1455.66
dell,14.0,256.0,16.0,1065.99
lenovo,14.0,256.0,8.0,895.3
lenovo,14.0,512.0,8.0,449.0
msi,15.6,1000.0,32.0,3599.0
lenovo,14.0,128.0,4.0,244.0
lenovo,14.0,256.0,8.0,284.97
dell,15.6,1000.0,32.0,2579.36
hp,14.0,320.0,4.0,109.0
lenovo,15.6,256.0,8.0,545.0
asus,15.6,1000.0,16.0,933.45
hp,14.0,2000.0,64.0,1999.0
hp,13.5,1000.0,16.0,2399.0
dell,17.3,2000.0,64.0,3119.23
lenovo,14.0,256.0,16.0,811.39
acer,11.6,32.0,4.0,229.0
dell,17.3,512.0,16.0,1499.95
dell,13.3,1000.0,16.0,897.52
dell,13.3,1000.0,16.0,911.02
dell,15.0,512.0,16.0,2799.0
lenovo,15.6,256.0,8.0,559.41
dell,15.6,512.0,16.0,1036.82
msi,15.6,512.0,16.0,1899.0
dell,14.0,512.0,16.0,931.99
dell,15.6,1000.0,32.0,1779.95
microsoft,12.45,512.0,4.0,269.99
msi,14.0,512.0,8.0,589.99
dell,15.6,512.0,16.0,1239.81
dell,15.0,1000.0,64.0,1999.0
dell,15.6,1000.0,32.0,740.6
msi,17.0,2000.0,32.0,5499.0
hp,16.0,512.0,16.0,2098.99
dell,14.0,256.0,8.0,188.0
dell,17.0,512.0,16.0,1299.0
lenovo,14.0,512.0,16.0,1279.99
lenovo,14.0,320.0,8.0,138.0
dell,14.0,512.0,32.0,2110.35
lenovo,15.6,256.0,8.0,599.95
lenovo,15.6,1000.0,6.0,528.18
dell,14.0,256.0,16.0,779.62
msi,15.6,512.0,32.0,1899.0
hp,12.5,128.0,8.0,212.98
dell,13.3,512.0,16.0,1389.77
acer,14.0,128.0,8.0,719.0
apple,15.6,512.0,24.0,1899.0
lenovo,14.0,256.0,16.0,1869.0
dell,14.0,512.0,32.0,1749.95
dell,17.0,1000.0,32.0,2498.99
hp,15.6,512.0,32.0,2799.0
dell,15.6,1000.0,4.0,1999.0
dell,14.0,256.0,16.0,1450.77
hp,13.3,512.0,16.0,1482.13
msi,14.0,1000.0,16.0,1334.95
dell,15.6,1000.0,32.0,1789.81
msi,17.3,512.0,16.0,1877.99
dell,13.3,512.0,16.0,994.79
lenovo,15.6,512.0,16.0,1089.99
dell,13.4,512.0,16.0,1807.78
lenovo,14.0,2000.0,32.0,2207.14
dell,15.6,512.0,32.0,792.78
dell,14.0,512.0,16.0,285.98
hp,13.3,512.0,8.0,815.0
hp,14.0,256.0,16.0,971.99
dell,14.0,2000.0,32.0,1575.99
lenovo,13.3,256.0,16.0,1601.99
lenovo,15.6,128.0,4.0,247.49
dell,14.0,1000.0,32.0,1569.99
dell,15.6,256.0,16.0,878.37
dell,14.0,512.0,32.0,997.74
dell,15.6,256.0,4.0,1999.0
dell,15.6,1000.0,64.0,2425.99
dell,17.0,512.0,32.0,2930.46
dell,15.6,512.0,16.0,1159.0
dell,15.6,256.0,16.0,1597.77
hp,13.3,256.0,16.0,1149.0
msi,17.3,512.0,32.0,1699.99
asus,14.0,64.0,4.0,199.99
hp,13.3,512.0,16.0,1930.77
hp,15.6,512.0,8.0,902.98
lenovo,14.0,512.0,16.0,2599.0
dell,17.3,2000.0,64.0,3274.46
dell,15.6,512.0,64.0,1599.0
dell,13.3,256.0,8.0,694.19
lenovo,15.6,256.0,8.0,1090.57
dell,14.0,512.0,16.0,1899.0
dell,13.0,512.0,16.0,1031.79
lenovo,14.1,160.0,16.0,109.0
lenovo,15.6,512.0,16.0,719.99
dell,14.0,128.0,8.0,529.95
dell,14.0,512.0,16.0,1472.99
dell,15.6,2000.0,64.0,1030.18
dell,13.3,256.0,8.0,951.99
dell,14.0,2000.0,64.0,1406.04
msi,15.6,512.0,16.0,1289.89
hp,11.6,256.0,8.0,993.99
lenovo,14.0,512.0,16.0,1455.77
dell,16.0,512.0,32.0,1438.99
msi,15.6,512.0,16.0,1113.87
dell,13.4,512.0,8.0,1069.81
dell,14.0,512.0,16.0,1199.95
lenovo,15.6,128.0,8.0,599.99
lenovo,14.0,256.0,16.0,1149.18
dell,13.3,2000.0,16.0,881.74
dell,17.0,4000.0,64.0,3799.99
dell,14.0,256.0,8.0,765.75
asus,15.6,512.0,8.0,718.46
dell,17.3,1000.0,32.0,2402.99
msi,15.6,1000.0,16.0,1399.0
samsung,11.6,16.0,2.0,149.95
dell,15.6,512.0,16.0,1942.83
dell,16.0,512.0,16.0,708.99
msi,15.6,512.0,32.0,2399.0
dell,15.6,1000.0,16.0,620.64
dell,13.3,512.0,16.0,934.67
msi,14.0,512.0,16.0,1099.0
dell,14.0,512.0,32.0,1590.99
hp,14.0,512.0,32.0,2427.19
dell,14.0,256.0,16.0,822.06
dell,13.3,512.0,8.0,1299.0
asus,14.0,64.0,4.0,325.0
hp,17.3,8000.0,64.0,4339.0
acer,13.3,320.0,16.0,299.88
dell,15.6,512.0,16.0,1499.0
dell,15.6,1000.0,64.0,1729.95
lg,17.0,512.0,16.0,1396.99
dell,14.0,512.0,32.0,885.12
hp,15.6,512.0,16.0,2399.0
lenovo,16.0,2000.0,32.0,3619.99
dell,14.0,512.0,16.0,2399.99
dell,15.6,1000.0,64.0,3351.99
lenovo,15.6,256.0,8.0,599.0
asus,13.3,512.0,8.0,1399.0
hp,14.0,256.0,16.0,519.99
lenovo,15.6,512.0,8.0,791.12
dell,14.0,512.0,16.0,1748.04
dell,15.6,1000.0,64.0,1846.99
dell,15.6,2000.0,64.0,2699.0
dell,15.6,512.0,16.0,1550.25
panasonic,13.1,500.0,4.0,399.99
hp,16.1,2000.0,64.0,2029.99
samsung,11.6,32.0,4.0,298.0
dell,14.0,512.0,16.0,1577.98
dell,15.6,512.0,16.0,2499.0
dell,15.6,256.0,16.0,119.95
dell,15.6,256.0,16.0,1199.95
asus,15.6,512.0,8.0,772.2
hp,15.6,256.0,8.0,849.99
dell,11.6,128.0,4.0,305.39
dell,14.0,512.0,32.0,2418.3
lenovo,16.0,1000.0,16.0,1779.49
apple,12.0,512.0,8.0,779.95
dell,17.3,4000.0,64.0,2756.99
lenovo,14.0,256.0,8.0,419.0
lenovo,15.6,1000.0,64.0,3999.0
acer,15.6,256.0,8.0,449.0
lenovo,14.0,512.0,16.0,2466.99
alienware,15.6,512.0,16.0,1329.95
dell,15.6,1000.0,32.0,1550.64
lenovo,14.0,256.0,8.0,295.97
hp,11.6,128.0,8.0,229.98
dell,14.0,1000.0,32.0,1507.16
dell,17.0,4000.0,64.0,2470.99
hp,15.6,512.0,16.0,2499.0
dell,14.0,512.0,16.0,1599.0
hp,15.6,1000.0,16.0,2199.0
dell,13.0,512.0,16.0,1047.29
dell,15.6,1000.0,16.0,949.95
dell,14.0,1000.0,32.0,2293.99
acer,14.0,512.0,32.0,359.92
msi,17.3,512.0,16.0,1799.0
dell,13.0,512.0,16.0,1295.53
dell,17.3,1000.0,32.0,1778.99
acer,14.0,512.0,4.0,173.92
dell,16.0,1000.0,16.0,913.99
dell,13.3,500.0,16.0,289.95
asus,15.6,512.0,8.0,723.16
dell,14.0,512.0,16.0,1680.46
dell,16.0,1000.0,16.0,1689.0
dell,15.6,1000.0,64.0,1085.99
dell,14.0,512.0,32.0,1295.03
asus,14.0,128.0,4.0,319.99
dell,14.0,512.0,12.0,899.0
dell,15.6,4000.0,4.0,3271.99
dell,15.6,256.0,8.0,1099.81
msi,17.3,1000.0,32.0,3449.0
dell,14.0,128.0,16.0,1099.95
msi,15.6,512.0,16.0,1349.0
dell,16.0,2000.0,32.0,1091.99
dell,16.0,1000.0,16.0,1166.97
dell,15.6,1000.0,32.0,1429.99
lenovo,15.6,256.0,8.0,499.0
lenovo,14.0,256.0,8.0,699.99
dell,13.4,512.0,16.0,1899.0
acer,14.0,256.0,16.0,999.99
dell,14.0,512.0,8.0,138.99
hp,15.6,256.0,8.0,439.0
lenovo,11.6,512.0,4.0,244.97
dell,15.6,256.0,16.0,1094.13
lenovo,13.3,512.0,8.0,536.89
dell,15.6,256.0,16.0,1653.74
dell,17.3,1000.0,32.0,1688.99
acer,11.6,64.0,4.0,246.39
asus,13.3,512.0,16.0,769.99
dell,14.0,256.0,16.0,671.84
dell,14.0,512.0,16.0,610.68
acer,15.6,512.0,16.0,2299.0
dell,14.0,1000.0,64.0,947.06
lenovo,14.0,128.0,4.0,248.0
hp,11.6,512.0,8.0,249.98
dell,15.6,1000.0,32.0,1900.0
hp,14.0,256.0,16.0,989.99
lenovo,14.0,512.0,16.0,689.99
alienware,15.6,512.0,16.0,1699.95
dell,15.6,512.0,16.0,1332.99
lenovo,14.0,512.0,16.0,311.6
dell,13.3,256.0,16.0,750.74
dell,15.6,512.0,32.0,2389.99
lenovo,15.6,500.0,4.0,248.88
dell,15.6,512.0,16.0,1699.95
dell,15.6,512.0,8.0,989.0
toughbook,13.0,500.0,16.0,595.97
dell,17.3,256.0,16.0,1799.95
dell,14.0,256.0,8.0,254.98
dell,15.6,512.0,32.0,1603.27
dell,17.0,1000.0,64.0,2560.59
dell,13.0,256.0,8.0,750.74
dell,14.0,512.0,16.0,1646.99
dell,15.6,1000.0,16.0,1488.13
dell,14.0,256.0,16.0,1549.0
hp,16.0,1000.0,32.0,2592.06
dell,13.0,128.0,8.0,750.74
hp,15.6,512.0,16.0,999.99
dell,14.0,512.0,16.0,801.99
lenovo,13.3,512.0,16.0,1129.99
dell,15.6,500.0,4.0,259.0
dell,14.0,256.0,16.0,276.98
dell,14.0,256.0,16.0,836.99
dell,15.6,256.0,16.0,269.98
lenovo,14.0,128.0,8.0,315.0
dell,15.6,1000.0,32.0,1641.99
dell,16.0,2000.0,16.0,1359.21
lenovo,12.5,256.0,8.0,469.99
asus,15.6,512.0,8.0,1199.0
dell,13.3,1000.0,16.0,890.99
apple,13.3,128.0,8.0,689.95
dell,15.6,512.0,16.0,2604.98
asus,15.6,1000.0,16.0,2799.0
hp,17.0,256.0,8.0,589.0
dell,15.6,512.0,16.0,1094.99
dell,15.6,1000.0,32.0,2193.98
msi,14.0,128.0,8.0,535.88
lenovo,15.6,512.0,20.0,585.69
dell,14.0,512.0,32.0,2220.88
dell,15.6,1000.0,16.0,656.85
dell,18.0,1000.0,64.0,2919.58
dell,14.0,512.0,16.0,861.48
dell,16.0,512.0,16.0,1183.99
lenovo,11.6,32.0,4.0,199.99
dell,17.0,1000.0,32.0,2905.39
lenovo,11.6,512.0,4.0,407.88
dell,11.6,128.0,4.0,525.83
asus,13.3,512.0,1.0,1499.0
dell,15.6,256.0,8.0,660.0
apple,14.0,1000.0,32.0,2611.35
dell,13.3,128.0,8.0,1179.81
dell,15.6,1000.0,64.0,1788.99
dell,17.3,2000.0,32.0,2923.99
acer,14.0,1000.0,16.0,999.0
dell,15.0,512.0,16.0,1715.99
asus,17.3,1000.0,16.0,2299.0
dell,14.0,512.0,16.0,1457.0
dell,14.1,160.0,4.0,149.95
dell,16.0,1000.0,32.0,1887.62
asus,15.6,1256.0,16.0,1999.0
dell,14.0,128.0,8.0,286.43
lenovo,14.0,256.0,16.0,849.0
dell,14.0,512.0,16.0,808.55
dell,14.0,512.0,16.0,799.99
dell,14.0,256.0,16.0,1899.0
dell,14.0,512.0,32.0,1225.48
lenovo,14.0,256.0,8.0,1299.0
msi,15.6,512.0,32.0,3299.0
hp,14.0,256.0,8.0,586.14
lenovo,14.0,512.0,8.0,299.0
dell,13.0,256.0,16.0,738.79
dell,17.3,1000.0,32.0,1689.18
lenovo,14.0,256.0,8.0,799.0
dell,17.3,2000.0,32.0,2992.63
alienware,17.3,1512.0,32.0,3495.0
hp,16.0,1000.0,32.0,1548.38
gigabyte,17.3,2000.0,16.0,2999.0
dell,14.0,512.0,8.0,889.99
dell,15.6,1000.0,32.0,1399.95
dell,17.3,1000.0,32.0,2738.99
hp,17.3,2000.0,64.0,2719.0
lenovo,14.0,512.0,8.0,499.0
lenovo,15.6,1000.0,8.0,587.55
lenovo,15.6,1920.0,16.0,594.93
dell,13.3,256.0,8.0,656.52
dell,13.3,1000.0,32.0,1685.69
lenovo,14.0,320.0,4.0,119.0
dell,15.6,2000.0,32.0,1037.99
dell,16.0,1000.0,24.0,1245.99
gigabyte,15.0,512.0,32.0,1199.99
dell,15.6,256.0,8.0,409.0
lenovo,15.6,512.0,16.0,2130.16
lenovo,14.0,512.0,16.0,1615.85
asus,15.6,512.0,16.0,1229.99
dell,14.0,512.0,16.0,1274.77
dell,15.6,512.0,16.0,1637.99
hp,16.1,4000.0,64.0,2229.0
lenovo,14.0,512.0,16.0,2069.66
dell,17.0,2000.0,64.0,3061.62
dell,15.6,512.0,16.0,1299.95
dell,15.6,2000.0,64.0,2149.99
dell,13.3,500.0,4.0,198.98
lenovo,13.3,512.0,16.0,999.99
dell,14.0,1000.0,32.0,1046.99
dell,14.0,1000.0,64.0,988.99
hp,13.5,512.0,16.0,2742.99
dell,12.0,512.0,8.0,899.99
lenovo,13.3,256.0,8.0,1049.0
dell,15.0,512.0,16.0,1046.99
dell,15.6,1000.0,16.0,1827.99
dell,15.6,2000.0,32.0,2772.99
dell,17.0,1500.0,64.0,3346.83
alienware,15.6,512.0,16.0,2699.0
msi,15.6,2000.0,32.0,2599.0
dell,14.0,256.0,16.0,988.99
lenovo,12.5,128.0,4.0,899.99
dell,17.3,512.0,64.0,2051.37
dell,15.6,256.0,16.0,843.99
dell,11.6,256.0,8.0,1012.84
dell,15.6,512.0,16.0,1657.99
dell,15.6,512.0,16.0,1102.99
dell,15.6,2000.0,32.0,2498.23
dell,15.6,256.0,16.0,877.99
dell,11.6,512.0,4.0,195.97
hp,15.6,512.0,16.0,1999.0
dell,17.3,1000.0,32.0,2931.99
lenovo,15.6,1000.0,64.0,3999.0
lenovo,14.0,1000.0,24.0,1599.0
lg,14.0,1000.0,16.0,1635.99
dell,15.6,512.0,64.0,1999.0
dell,14.0,2000.0,32.0,2076.4
dell,17.3,2000.0,16.0,1699.0
dell,13.3,256.0,16.0,731.97
lenovo,14.0,256.0,8.0,1059.0
dell,14.0,512.0,16.0,1354.99
dell,13.3,512.0,16.0,1540.99
lenovo,13.0,512.0,32.0,2729.0
lenovo,17.3,512.0,32.0,2273.0
dell,15.6,512.0,8.0,1703.99
samsung,15.6,1000.0,16.0,2388.42
alienware,15.6,1000.0,16.0,1799.95
