brand,screen_size,harddisk,ram,price
dell,13.3,1000.0,8.0,756.99
dell,16.0,512.0,16.0,702.99
lenovo,14.0,256.0,8.0,374.99
lenovo,13.3,256.0,8.0,859.0
dell,15.6,1000.0,32.0,678.08
dell,14.0,512.0,16.0,841.99
dell,15.6,512.0,16.0,1347.47
dell,13.3,256.0,16.0,730.99
dell,14.0,1000.0,16.0,941.99
lenovo,15.6,1000.0,32.0,2603.0
dell,15.6,256.0,8.0,976.99
dell,15.6,1000.0,32.0,1599.95
dell,13.4,2000.0,32.0,1350.99
lenovo,15.6,1000.0,24.0,1094.99
dell,15.6,512.0,16.0,1399.95
dell,14.0,32.0,32.0,880.62
dell,14.0,512.0,16.0,800.19
dell,14.0,1000.0,64.0,1134.49
lenovo,14.0,512.0,16.0,950.77
razer,15.6,512.0,16.0,3099.0
dell,15.6,256.0,8.0,628.99
hp,14.0,512.0,1.0,1194.77
dell,14.0,1000.0,16.0,2086.99
lenovo,15.6,512.0,16.0,2699.0
dell,15.6,512.0,16.0,1799.0
lenovo,17.3,128.0,8.0,686.9
asus,15.6,1000.0,16.0,1999.99
dell,16.0,1000.0,32.0,925.99
dell,15.6,512.0,16.0,1799.81
dell,15.6,1000.0,8.0,725.0
dell,17.3,1000.0,64.0,3157.99
dell,15.6,512.0,16.0,1499.95
asus,14.0,512.0,8.0,1099.0
hp,17.3,1000.0,64.0,5598.29
lenovo,14.0,1000.0,16.0,979.99
lenovo,15.6,512.0,8.0,599.0
dell,13.3,256.0,8.0,683.99
lenovo,14.0,512.0,16.0,695.77
lenovo,16.0,512.0,16.0,1799.0
dell,17.3,1000.0,16.0,2395.0
acer,15.6,32.0,4.0,258.9
dell,15.6,1000.0,32.0,1038.28
asus,15.6,1000.0,32.0,2099.99
dell,16.0,1000.0,32.0,765.11
lenovo,13.3,256.0,8.0,1399.99
dell,15.6,1000.0,32.0,1805.99
dell,15.6,512.0,8.0,1012.99
dell,15.6,512.0,16.0,1068.99
dell,13.3,512.0,8.0,839.99
lenovo,14.0,256.0,16.0,1220.99
dell,14.0,1000.0,32.0,1773.99
dell,15.6,2000.0,32.0,1031.99
lenovo,15.6,1000.0,64.0,3199.0
dell,16.0,512.0,32.0,911.99
dell,15.6,256.0,8.0,919.99
dell,13.3,256.0,16.0,692.99
hp,15.6,512.0,32.0,2699.0
dell,13.3,512.0,16.0,1275.81
rokc,14.0,512.0,12.0,469.99
hp,13.3,512.0,16.0,1341.77
dell,15.6,256.0,16.0,1690.99
msi,14.0,512.0,16.0,936.79
msi,15.6,1000.0,32.0,2699.0
dell,15.6,512.0,32.0,1424.99
dell,17.3,1000.0,32.0,2220.99
dell,14.0,256.0,16.0,956.99
lenovo,14.0,256.0,8.0,699.99
hp,14.0,512.0,4.0,339.0
dell,13.3,512.0,8.0,963.72
dell,13.3,512.0,16.0,1102.99
dell,15.6,1000.0,32.0,677.99
dell,15.6,256.0,8.0,368.98
apple,16.2,4000.0,64.0,4888.99
dell,17.3,512.0,32.0,1744.99
lenovo,11.6,512.0,4.0,369.0
dell,15.6,1000.0,32.0,2999.0
dell,17.0,2000.0,64.0,3377.99
hp,15.6,1000.0,6.0,399.0
hp,15.6,512.0,16.0,1296.0
dell,13.0,512.0,16.0,1999.0
dell,13.3,512.0,16.0,1699.0
dell,15.6,1000.0,64.0,1786.59
dell,14.0,1000.0,32.0,1929.95
dell,18.0,1000.0,16.0,2214.99
dell,14.0,2000.0,64.0,1689.99
hp,14.0,512.0,16.0,2425.99
lenovo,14.0,512.0,16.0,1099.0
dell,17.0,512.0,16.0,2460.15
hp,16.0,1000.0,32.0,2759.0
dell,15.6,512.0,8.0,1293.59
dell,16.0,1000.0,16.0,1799.0
hp,11.6,512.0,2.0,228.0
dell,15.6,1000.0,32.0,1799.95
hp,15.6,1000.0,64.0,2499.0
dell,18.0,1000.0,32.0,2340.99
hp,13.3,256.0,16.0,2499.0
dell,13.0,256.0,16.0,1030.99
hp,15.6,512.0,8.0,1699.0
dell,17.3,256.0,16.0,1657.21
msi,15.6,512.0,16.0,928.68
dell,14.0,1000.0,64.0,3239.89
dell,15.6,512.0,16.0,751.06
asus,14.0,512.0,16.0,1799.0
dell,17.3,1000.0,32.0,3298.0
lenovo,14.0,256.0,8.0,949.0
dell,11.6,256.0,16.0,1159.95
lenovo,13.3,512.0,16.0,1799.0
dell,13.3,256.0,8.0,658.99
dell,14.0,512.0,16.0,787.99
dell,14.0,512.0,16.0,2508.39
hp,13.3,256.0,8.0,1399.0
dell,17.3,1000.0,32.0,1799.95
dell,15.6,512.0,16.0,1790.16
dell,15.6,1000.0,64.0,753.11
dell,15.6,1000.0,16.0,1169.77
dell,15.6,256.0,8.0,533.02
lenovo,14.0,256.0,4.0,750.0
dell,13.4,512.0,32.0,1799.0
hp,16.0,256.0,16.0,1764.96
hp,16.0,2000.0,16.0,1899.0
hp,15.6,512.0,12.0,470.04
dell,13.3,512.0,8.0,730.99
dell,15.6,512.0,16.0,412.98
hp,13.3,256.0,8.0,929.0
acer,15.6,1000.0,16.0,1829.99
dell,14.0,256.0,8.0,672.99
hp,14.0,512.0,16.0,2799.0
dell,15.6,1000.0,32.0,4000.0
asus,15.6,1000.0,16.0,2299.0
hp,12.5,1000.0,16.0,322.98
msi,17.3,1000.0,32.0,3399.0
lenovo,15.6,1000.0,64.0,3799.0
acer,15.6,256.0,8.0,1399.0
dell,13.3,256.0,16.0,843.99
dell,15.6,256.0,8.0,877.99
dell,15.6,1024.0,32.0,1429.99
dell,17.3,1000.0,32.0,1778.99
dell,15.6,512.0,16.0,943.69
dell,18.0,1000.0,64.0,2925.65
lenovo,14.0,500.0,4.0,377.91
dell,17.3,1000.0,64.0,3182.99
dell,16.0,2000.0,8.0,1421.99
dell,17.3,2000.0,64.0,3329.99
asus,15.6,512.0,8.0,1999.0
dell,15.6,1000.0,16.0,649.99
rokc,15.6,640.0,20.0,389.99
dell,14.0,512.0,16.0,823.99
dell,18.0,512.0,64.0,2693.24
dell,15.6,2000.0,64.0,3034.99
dell,14.0,256.0,16.0,1056.99
hp,14.0,1000.0,16.0,319.98
lenovo,16.0,1000.0,16.0,1304.1
asus,17.3,1000.0,16.0,3399.0
dell,14.0,256.0,8.0,1499.0
dell,14.0,256.0,8.0,899.95
dell,15.6,1000.0,32.0,975.0
hp,15.6,1000.0,16.0,2199.0
dell,15.6,256.0,16.0,1162.99
hp,15.6,512.0,16.0,1462.07
dell,16.0,1000.0,16.0,2720.99
dell,14.0,512.0,32.0,1009.99
asus,15.6,512.0,8.0,1199.0
dell,14.0,1000.0,64.0,1470.99
dell,15.6,256.0,16.0,508.99
hp,16.0,1000.0,16.0,1351.42
hp,14.0,32.0,4.0,473.22
dell,15.6,512.0,32.0,1764.99
dell,15.6,1000.0,16.0,919.99
dell,15.6,4000.0,64.0,2828.99
dell,13.3,256.0,8.0,680.0
dell,15.6,512.0,16.0,2500.0
dell,15.6,500.0,8.0,959.99
lg,16.0,1000.0,16.0,1299.99
dell,16.0,512.0,32.0,1599.0
lenovo,13.3,256.0,8.0,800.0
dell,13.3,512.0,8.0,1087.37
dell,13.0,128.0,16.0,1568.39
msi,15.6,512.0,16.0,1299.0
dell,14.0,512.0,32.0,1513.99
dell,15.6,512.0,16.0,975.99
dell,16.0,1000.0,32.0,1681.34
dell,13.3,2000.0,32.0,1074.99
acer,15.6,512.0,16.0,3399.0
dell,15.6,256.0,12.0,981.99
dell,13.3,512.0,16.0,1273.99
dell,17.3,2000.0,32.0,2359.99
dell,13.3,1000.0,32.0,966.99
lenovo,15.6,512.0,16.0,749.95
dell,15.6,1000.0,32.0,1499.0
dell,15.6,2000.0,64.0,2376.99
dell,17.3,2000.0,64.0,3140.99
hp,17.3,2000.0,64.0,2719.0
msi,15.6,1000.0,16.0,1799.0
dell,15.6,512.0,16.0,2192.99
dell,15.6,128.0,4.0,334.99
msi,15.6,1000.0,16.0,2199.0
lenovo,15.6,512.0,8.0,714.0
asus,15.6,512.0,16.0,3499.99
acer,13.3,64.0,4.0,209.99
alienware,13.3,512.0,16.0,1649.95
dell,17.0,512.0,32.0,2188.3
dell,14.0,1000.0,64.0,959.99
dell,14.0,512.0,16.0,1195.0
dell,14.0,256.0,16.0,1725.99
dell,15.6,1000.0,32.0,3395.19
lenovo,14.0,512.0,16.0,869.99
dell,14.0,256.0,8.0,724.99
dell,14.0,512.0,16.0,1681.96
dell,15.6,256.0,8.0,1385.56
dell,13.3,256.0,16.0,1299.99
dell,14.0,2000.0,32.0,1599.0
dell,14.0,1000.0,16.0,1222.99
dell,14.0,256.0,16.0,980.99
dell,17.3,512.0,32.0,1744.99
hp,14.0,2000.0,64.0,2249.99
dell,13.3,1000.0,8.0,1199.81
dell,15.6,2000.0,16.0,1853.99
dell,13.3,256.0,16.0,1493.99
dell,14.0,512.0,16.0,2099.0
dell,15.6,1000.0,8.0,899.81
dell,14.0,512.0,8.0,899.99
lenovo,15.6,256.0,8.0,550.0
lenovo,14.0,512.0,16.0,1049.0
dell,15.6,2000.0,64.0,1799.81
hp,11.6,256.0,8.0,657.24
dell,13.4,1000.0,16.0,1304.99
lenovo,14.0,256.0,16.0,1339.24
dell,15.6,4000.0,64.0,2622.99
acer,14.0,256.0,16.0,925.0
lenovo,14.0,512.0,8.0,699.0
dell,15.6,1000.0,64.0,1718.99
lenovo,15.6,512.0,16.0,1799.99
dell,14.0,256.0,16.0,627.99
gigabyte,15.6,512.0,16.0,698.25
dell,14.0,256.0,16.0,1185.77
lenovo,15.6,512.0,16.0,2499.0
asus,15.6,500.0,4.0,380.09
dell,13.3,256.0,8.0,783.16
dell,14.0,256.0,16.0,1299.95
dell,14.0,512.0,16.0,1985.86
lg,17.0,256.0,8.0,1099.0
dell,13.3,256.0,16.0,807.99
dell,14.0,256.0,16.0,1050.66
toughbook,10.1,256.0,8.0,508.74
dell,14.0,512.0,32.0,1238.73
dell,15.6,1000.0,32.0,1680.99
dell,16.0,1000.0,16.0,931.99
dell,16.0,1000.0,64.0,1006.99
dell,14.0,512.0,8.0,633.99
dell,17.3,512.0,32.0,2891.99
dell,13.0,256.0,16.0,749.99
dell,15.6,256.0,8.0,1299.81
dell,14.0,1000.0,16.0,834.99
dell,15.6,256.0,16.0,579.99
dell,13.3,512.0,16.0,781.99
lenovo,15.6,512.0,16.0,1499.0
lenovo,14.0,256.0,8.0,1999.0
apple,15.6,2000.0,32.0,3699.0
dell,13.3,512.0,16.0,708.99
hp,15.6,512.0,16.0,979.0
dell,14.1,512.0,8.0,389.0
dell,14.0,256.0,16.0,524.0
lenovo,15.6,256.0,16.0,422.0
dell,14.0,2000.0,64.0,1381.99
hp,13.3,1000.0,16.0,2499.0
hp,13.3,512.0,16.0,2299.0
dell,14.0,1000.0,32.0,877.99
lenovo,14.0,512.0,16.0,1102.77
dell,15.6,512.0,16.0,1169.81
dell,16.0,2000.0,32.0,989.99
dell,17.0,2000.0,64.0,3378.36
lenovo,14.0,500.0,8.0,399.0
dell,17.3,1000.0,32.0,2799.95
dell,15.6,2000.0,16.0,1752.99
dell,17.0,512.0,32.0,2599.0
dell,15.6,512.0,16.0,1005.99
dell,14.0,512.0,16.0,959.99
msi,15.6,512.0,64.0,6000.0
dell,15.6,2000.0,16.0,2940.99
hp,15.0,1000.0,32.0,1299.0
dell,15.6,512.0,8.0,210.0
hp,15.6,1000.0,64.0,4999.0
dell,13.3,256.0,8.0,999.0
dell,13.3,256.0,8.0,899.81
lenovo,15.6,512.0,16.0,1047.99
asus,13.3,512.0,16.0,1299.0
dell,15.6,4000.0,64.0,3116.99
dell,15.6,256.0,16.0,877.99
dell,13.3,512.0,8.0,1217.99
hp,16.1,2000.0,32.0,2299.0
dell,15.0,256.0,16.0,1359.99
dell,17.0,1000.0,32.0,3130.48
dell,13.4,512.0,16.0,1041.99
hp,15.6,512.0,16.0,1999.0
dell,15.6,512.0,16.0,1661.99
hp,13.3,512.0,16.0,2499.0
lenovo,14.0,512.0,16.0,835.99
dell,15.6,1000.0,64.0,2860.99
dell,14.0,1000.0,16.0,847.99
dell,16.0,1000.0,16.0,853.99
hp,11.6,128.0,8.0,218.98
dell,14.0,2000.0,32.0,1328.99
lenovo,15.6,1000.0,16.0,2229.07
gigabyte,15.6,512.0,16.0,1749.0
dell,13.0,512.0,16.0,764.99
dell,17.0,1000.0,32.0,1778.99
lenovo,15.6,500.0,16.0,377.3
hp,15.6,512.0,16.0,899.0
lenovo,15.0,512.0,8.0,589.97
dell,17.3,2000.0,64.0,2815.3
dell,15.0,1000.0,32.0,973.99
dell,15.6,1000.0,32.0,2061.99
hp,16.0,512.0,16.0,1695.41
acer,11.6,32.0,4.0,529.53
dell,13.4,2000.0,32.0,1350.99
dell,15.6,500.0,4.0,260.0
dell,15.6,1000.0,16.0,1386.99
hp,13.5,512.0,16.0,2199.0
dell,13.0,256.0,16.0,999.99
dell,15.6,512.0,16.0,1303.23
dell,14.0,512.0,32.0,2699.95
dell,14.0,512.0,32.0,1783.99
dell,15.6,1000.0,64.0,2616.99
lenovo,15.6,256.0,8.0,1033.23
dell,15.6,1000.0,16.0,888.99
msi,15.6,32.0,32.0,2699.0
lg,15.6,512.0,8.0,1349.0
lenovo,15.6,256.0,8.0,1188.2
msi,16.0,1000.0,16.0,1979.0
dell,15.6,1000.0,16.0,1999.0
dell,15.0,256.0,8.0,860.99
lenovo,13.9,256.0,8.0,359.91
dell,14.0,512.0,16.0,799.99
dell,15.6,2000.0,32.0,2393.99
dell,14.0,1000.0,32.0,1599.99
dell,14.0,512.0,16.0,913.99
dell,14.0,512.0,32.0,998.99
dell,15.6,512.0,16.0,2753.99
dell,14.0,512.0,16.0,915.99
dell,14.0,512.0,16.0,801.99
dell,15.6,1000.0,32.0,2499.95
alienware,15.6,1000.0,8.0,999.95
dell,15.6,256.0,16.0,399.0
alienware,15.6,512.0,16.0,1199.95
dell,13.3,256.0,8.0,1499.0
dell,14.0,512.0,16.0,2499.0
lenovo,15.6,512.0,16.0,1999.0
dell,12.5,500.0,4.0,715.98
dell,14.0,512.0,8.0,669.0
dell,15.6,500.0,8.0,292.9
hp,13.3,128.0,8.0,399.99
samsung,11.6,16.0,2.0,169.0
asus,15.6,1000.0,16.0,1999.0
hp,14.0,512.0,16.0,999.9
lenovo,15.6,512.0,16.0,1798.95
asus,15.6,1000.0,16.0,2299.0
dell,14.0,256.0,8.0,764.99
dell,14.0,512.0,16.0,1182.71
dell,13.3,256.0,16.0,1799.0
hp,17.3,500.0,16.0,401.98
asus,12.5,256.0,8.0,999.0
dell,13.3,1000.0,16.0,797.99
hp,13.0,512.0,8.0,1099.0
lenovo,15.6,128.0,8.0,499.99
asus,15.6,256.0,8.0,1699.0
dell,15.6,1000.0,16.0,797.99
asus,15.6,512.0,12.0,1499.0
dell,14.0,256.0,8.0,289.95
dell,15.6,512.0,16.0,1637.99
dell,15.6,256.0,16.0,1465.99
lenovo,16.0,1000.0,32.0,2795.4
dell,13.3,512.0,16.0,2099.0
dell,17.0,512.0,16.0,2145.99
hp,16.0,256.0,16.0,1646.99
dell,17.0,2000.0,64.0,3423.99
dell,17.3,1000.0,32.0,2614.99
gigabyte,15.6,1000.0,32.0,2399.0
msi,15.6,512.0,16.0,1999.0
alienware,17.3,512.0,16.0,2499.0
asus,13.3,256.0,16.0,1499.0
dell,15.6,1000.0,16.0,1699.0
dell,14.0,512.0,16.0,1472.99
hp,15.6,64.0,8.0,289.99
dell,14.0,1000.0,16.0,1796.99
dell,15.6,512.0,16.0,943.69
rokc,13.3,1000.0,16.0,749.99
dell,14.0,512.0,8.0,789.42
dell,13.4,512.0,16.0,1647.3
hp,17.3,512.0,12.0,713.49
acer,15.6,2048.0,64.0,1086.16
dell,15.6,1000.0,16.0,1828.44
dell,17.0,512.0,16.0,2461.99
dell,15.6,2000.0,32.0,1037.99
dell,14.0,256.0,8.0,928.99
dell,15.6,2000.0,32.0,1038.28
dell,15.6,1000.0,32.0,2432.42
dell,15.6,2000.0,32.0,1409.99
dell,15.6,1000.0,32.0,739.99
dell,14.0,2000.0,64.0,3229.22
msi,17.3,1000.0,16.0,1999.0
dell,17.0,4000.0,64.0,3785.54
hp,14.0,1000.0,16.0,2799.0
dell,15.6,2000.0,16.0,2420.17
dell,15.6,1000.0,8.0,885.99
dell,13.4,1000.0,32.0,1865.99
dell,15.6,2000.0,64.0,1021.99
dell,17.3,2000.0,64.0,3291.99
toughbook,10.1,256.0,8.0,1999.0
microsoft,12.4,256.0,8.0,689.99
dell,15.6,2000.0,16.0,2492.99
dell,15.6,256.0,32.0,910.99
lenovo,15.6,512.0,8.0,549.99
dell,17.3,1000.0,64.0,3097.99
dell,15.6,1000.0,32.0,3080.99
dell,15.6,512.0,64.0,1751.99
dell,15.6,2000.0,32.0,2872.99
dell,17.3,1000.0,16.0,2004.99
dell,13.3,512.0,16.0,900.89
hp,15.6,1000.0,20.0,889.99
dell,17.3,1000.0,32.0,2808.99
dell,17.3,512.0,32.0,3461.33
dell,17.0,512.0,16.0,1929.99
dell,17.0,1000.0,16.0,2178.99
dell,15.6,512.0,32.0,1999.99
dell,13.0,128.0,16.0,1606.99
lenovo,15.6,512.0,8.0,290.98
acer,15.6,1000.0,16.0,1729.98
hp,15.6,500.0,4.0,449.99
razer,15.6,512.0,16.0,3299.99
hp,13.3,512.0,8.0,1899.0
samsung,11.6,512.0,4.0,289.0
lenovo,15.6,512.0,12.0,499.0
lenovo,14.0,32.0,2.0,239.0
dell,11.6,32.0,4.0,299.0
alienware,17.0,512.0,16.0,1699.95
asus,17.3,1000.0,16.0,2299.0
dell,15.6,1000.0,8.0,799.0
dell,15.6,256.0,8.0,1499.81
hp,15.6,512.0,16.0,1999.0
alienware,15.6,128.0,16.0,1599.95
asus,15.6,256.0,8.0,1399.0
lenovo,12.5,128.0,8.0,419.0
acer,15.6,256.0,8.0,659.98
dell,15.6,1000.0,16.0,1373.29
msi,17.3,32.0,32.0,4299.0
dell,17.0,1000.0,32.0,2897.0
acer,15.6,128.0,4.0,415.98
alienware,15.6,1000.0,16.0,2099.0
dell,15.6,256.0,16.0,849.95
lenovo,11.6,32.0,32.0,320.0
acer,15.6,256.0,8.0,511.92
msi,15.6,512.0,16.0,2399.0
lenovo,15.6,1000.0,8.0,458.8
hp,14.0,128.0,4.0,439.0
asus,17.3,1000.0,16.0,1999.0
lenovo,11.6,128.0,8.0,224.99
asus,13.9,512.0,16.0,1699.0
apple,15.4,256.0,16.0,1649.95
acer,14.0,128.0,4.0,419.98
lenovo,15.6,512.0,32.0,2499.0
asus,14.0,512.0,16.0,1599.0
acer,15.6,128.0,4.0,429.98
hp,15.6,512.0,16.0,1999.0
hp,15.6,1000.0,16.0,2399.0
asus,15.6,512.0,16.0,2399.0
acer,14.0,128.0,4.0,405.98
lenovo,15.6,1000.0,32.0,2299.0
apple,13.0,128.0,8.0,1248.0
hp,15.6,1000.0,16.0,1299.0
dell,13.3,128.0,8.0,724.81
lenovo,15.6,512.0,8.0,659.9
asus,15.6,256.0,8.0,1499.0
lenovo,14.0,512.0,8.0,499.0
hp,27.0,512.0,16.0,1999.99
dell,15.6,1000.0,32.0,1799.81
dell,15.6,256.0,32.0,745.99
lenovo,10.0,512.0,8.0,495.0
lenovo,15.6,512.0,16.0,2299.0
hp,15.6,128.0,8.0,429.99
dell,17.0,512.0,32.0,2902.9
dell,17.0,2000.0,64.0,4274.55
dell,15.6,1000.0,16.0,1071.0
dell,15.6,512.0,64.0,1799.09
dell,17.0,1000.0,16.0,3164.87
dell,16.0,1000.0,64.0,2270.21
dell,17.0,512.0,16.0,2528.85
dell,16.0,1000.0,40.0,1281.52
dell,17.0,512.0,32.0,2624.08
dell,18.0,512.0,32.0,3072.76
dell,17.0,1000.0,64.0,3378.36
dell,14.0,512.0,16.0,1552.3
dell,16.0,1000.0,16.0,2528.9
dell,15.6,1000.0,32.0,1996.29
dell,16.0,1000.0,24.0,1251.66
dell,15.6,2000.0,32.0,1032.65
dell,14.0,1000.0,32.0,1670.17
dell,14.0,1000.0,16.0,1066.53
dell,14.0,256.0,8.0,577.49
dell,14.0,1000.0,16.0,871.03
dell,15.6,1000.0,64.0,2302.48
dell,14.0,256.0,16.0,1312.82
dell,15.6,2000.0,32.0,2548.37
dell,15.6,128.0,4.0,1898.56
dell,17.3,512.0,64.0,3376.64
dell,14.0,256.0,8.0,633.42
dell,13.3,1000.0,32.0,1715.63
dell,13.3,1000.0,4.0,554.04
dell,17.3,512.0,16.0,2817.15
dell,18.0,1000.0,32.0,2200.53
dell,14.0,512.0,32.0,997.74
dell,15.6,2000.0,32.0,2548.37
dell,15.6,1000.0,64.0,2161.58
dell,13.3,1000.0,32.0,1535.1
dell,14.0,256.0,16.0,1420.42
dell,17.3,2000.0,64.0,3378.36
dell,16.0,1000.0,16.0,1782.43
dell,16.0,1000.0,16.0,1811.42
dell,15.6,1000.0,64.0,1786.59
dell,13.3,256.0,32.0,1944.65
dell,14.0,256.0,32.0,1589.67
dell,16.0,2000.0,40.0,1366.7
dell,18.0,512.0,16.0,2994.02
dell,14.0,1000.0,32.0,1774.79
dell,15.6,1000.0,64.0,3417.95
dell,15.6,512.0,32.0,953.82
dell,17.3,512.0,32.0,2815.3
dell,15.6,1000.0,16.0,968.87
dell,16.0,1000.0,16.0,6000.0
dell,17.3,1000.0,32.0,2815.3
dell,15.6,256.0,16.0,788.28
dell,14.0,256.0,16.0,934.67
dell,14.0,256.0,32.0,1096.11
dell,14.0,512.0,32.0,1341.23
dell,14.0,512.0,32.0,1238.73
dell,17.0,512.0,16.0,2293.45
dell,15.6,1000.0,16.0,1296.33
dell,15.6,1000.0,16.0,1493.99
dell,17.3,1000.0,32.0,2815.3
dell,17.0,32.0,128.0,4618.9
dell,16.0,512.0,24.0,1201.13
dell,16.0,512.0,16.0,1168.52
dell,17.0,1000.0,64.0,2815.3
dell,17.0,4000.0,128.0,4736.68
dell,17.0,2000.0,64.0,4779.89
dell,15.6,1000.0,16.0,2440.56
dell,16.0,512.0,16.0,1168.52
dell,16.0,4000.0,40.0,1519.14
dell,17.0,2000.0,64.0,2691.43
dell,16.0,1000.0,24.0,1246.6
dell,18.0,1000.0,64.0,3184.81
dell,16.0,1000.0,40.0,1297.89
dell,15.6,512.0,16.0,1278.6
dell,13.4,1000.0,16.0,1558.96
dell,14.0,512.0,16.0,1230.13
dell,17.0,512.0,16.0,2815.3
dell,17.3,512.0,64.0,3346.83
dell,15.6,256.0,8.0,672.21
dell,14.0,256.0,16.0,1345.97
dell,16.0,512.0,24.0,1201.13
dell,18.0,4000.0,64.0,3600.31
dell,13.3,512.0,8.0,2031.8
dell,15.6,512.0,32.0,2134.2
dell,18.0,2000.0,64.0,2728.74
dell,13.3,512.0,32.0,1507.9
dell,17.3,1000.0,64.0,3431.25
dell,13.3,256.0,16.0,1052.58
dell,16.0,4000.0,40.0,1513.5
dell,15.6,1000.0,64.0,2617.36
dell,15.6,128.0,8.0,2467.69
dell,13.0,512.0,16.0,1341.66
dell,16.0,512.0,16.0,1168.52
dell,16.0,512.0,16.0,961.9
dell,15.6,2000.0,64.0,3466.81
dell,16.0,2000.0,40.0,1359.21
dell,17.0,2000.0,64.0,4779.89
dell,16.0,1000.0,24.0,1244.23
dell,18.0,4000.0,32.0,3133.16
dell,16.0,512.0,24.0,1193.72
dell,15.6,128.0,64.0,736.85
dell,15.6,2000.0,32.0,796.78
dell,15.6,2000.0,64.0,822.44
dell,15.6,256.0,32.0,673.09
dell,15.6,512.0,32.0,689.33
dell,15.6,128.0,16.0,903.92
dell,15.6,8000.0,16.0,1815.25
dell,15.6,2000.0,64.0,3402.13
dell,15.6,1000.0,32.0,1902.99
dell,15.6,2000.0,16.0,1823.99
dell,15.6,2000.0,16.0,715.58
dell,15.6,512.0,8.0,928.99
dell,14.0,1000.0,8.0,841.21
dell,15.6,8000.0,16.0,2956.99
dell,15.6,512.0,64.0,2567.99
dell,15.6,2000.0,64.0,814.33
dell,15.6,2000.0,8.0,694.33
dell,15.6,8000.0,32.0,4399.64
dell,15.6,1000.0,16.0,948.19
dell,15.6,256.0,16.0,1623.99
dell,14.0,512.0,16.0,1186.99
dell,15.6,256.0,16.0,645.61
dell,14.0,2000.0,16.0,1290.99
dell,15.6,1000.0,32.0,1806.99
dell,15.6,512.0,64.0,715.99
dell,15.6,512.0,16.0,1763.99
dell,15.6,4000.0,64.0,2109.99
dell,15.6,4000.0,8.0,910.99
dell,15.6,512.0,16.0,1770.99
dell,15.6,128.0,16.0,634.37
dell,14.0,256.0,16.0,1733.99
dell,15.6,256.0,8.0,2337.99
dell,15.6,4000.0,16.0,926.65
dell,15.6,2000.0,16.0,999.99
dell,15.6,512.0,16.0,1715.99
dell,15.6,8000.0,64.0,2020.26
dell,14.0,512.0,8.0,1620.93
dell,14.0,512.0,32.0,2301.99
dell,15.6,256.0,8.0,595.35
dell,15.6,512.0,32.0,1764.99
dell,15.6,4000.0,64.0,2230.99
dell,15.6,512.0,64.0,1885.99
dell,15.6,6000.0,64.0,1790.48
dell,15.6,2000.0,16.0,755.61
dell,15.6,2000.0,32.0,2020.99
dell,15.6,256.0,16.0,878.37
dell,14.0,512.0,8.0,807.99
dell,15.6,8000.0,64.0,2025.89
dell,14.0,512.0,8.0,801.99
dell,14.0,512.0,16.0,807.99
dell,13.3,1000.0,32.0,1670.99
dell,15.6,2000.0,32.0,2547.99
dell,14.0,256.0,32.0,1015.99
dell,15.6,4000.0,8.0,911.74
dell,15.6,512.0,32.0,959.45
dell,15.6,512.0,64.0,763.99
dell,15.6,512.0,32.0,1811.99
dell,15.6,2000.0,64.0,865.7
dell,15.6,8000.0,32.0,1847.31
dell,15.6,2000.0,16.0,1816.99
dell,14.0,1000.0,16.0,834.99
dell,15.6,2000.0,32.0,1038.28
dell,15.6,8000.0,32.0,1920.04
dell,14.0,1000.0,32.0,1515.99
dell,15.6,8000.0,32.0,3004.99
dell,15.6,1000.0,32.0,993.99
dell,15.6,6000.0,32.0,1703.28
