brand,screen_size,harddisk,ram,price
dell,15.6,2000.0,16.0,767.11
dell,15.6,1000.0,32.0,827.99
dell,14.0,2000.0,8.0,880.99
dell,15.6,8000.0,16.0,2948.99
dell,15.6,4000.0,16.0,2445.99
dell,15.6,500.0,16.0,619.39
dell,14.0,2000.0,32.0,1137.99
dell,15.6,4000.0,32.0,2494.99
dell,15.6,512.0,16.0,1015.99
dell,15.6,512.0,32.0,1819.99
lenovo,14.0,2000.0,4.0,679.99
dell,15.6,2000.0,32.0,1872.99
dell,15.6,256.0,8.0,573.24
dell,14.0,256.0,32.0,1011.25
dell,15.6,512.0,32.0,2128.99
dell,14.0,512.0,16.0,807.99
dell,14.0,256.0,32.0,1011.25
dell,15.6,4000.0,64.0,1324.31
dell,15.6,256.0,8.0,844.58
dell,15.6,256.0,64.0,736.85
dell,15.6,512.0,4.0,1574.99
dell,15.6,4000.0,64.0,1031.24
dell,15.6,1000.0,16.0,1860.99
dell,15.6,2000.0,64.0,1993.99
dell,14.0,1000.0,16.0,969.99
dell,15.6,1000.0,8.0,931.3
dell,15.6,1000.0,32.0,820.99
dell,15.6,2000.0,8.0,977.47
dell,15.6,2000.0,32.0,742.99
dell,13.3,1000.0,8.0,803.99
dell,14.0,1000.0,32.0,1091.99
dell,14.0,1000.0,16.0,1229.99
dell,15.6,512.0,32.0,2446.99
dell,14.0,256.0,16.0,3458.99
dell,15.6,1000.0,16.0,2439.99
dell,15.6,2000.0,64.0,877.88
dell,15.6,512.0,16.0,1672.99
dell,15.6,1000.0,16.0,953.82
dell,13.3,2000.0,16.0,880.99
dell,15.6,512.0,64.0,776.54
dell,16.0,2000.0,48.0,1419.99
dell,15.6,2000.0,64.0,1132.87
dell,15.6,512.0,16.0,898.64
dell,14.0,256.0,16.0,764.99
dell,13.3,256.0,16.0,839.99
dell,15.6,128.0,16.0,878.37
dell,15.6,2000.0,64.0,876.99
dell,15.6,8000.0,64.0,3021.99
dell,15.6,256.0,8.0,1655.99
dell,15.6,1000.0,64.0,810.28
dell,15.6,512.0,8.0,600.68
dell,15.6,512.0,16.0,915.52
dell,15.6,512.0,64.0,716.83
dell,15.6,4000.0,64.0,2126.99
dell,15.6,256.0,32.0,1605.99
dell,15.6,4000.0,16.0,1180.17
dell,15.6,512.0,16.0,1102.99
dell,15.6,512.0,8.0,658.99
dell,15.6,512.0,32.0,700.58
dell,15.6,512.0,32.0,1703.99
dell,13.3,1000.0,16.0,834.99
dell,14.0,256.0,12.0,602.47
dell,15.6,512.0,16.0,613.99
dell,13.3,256.0,8.0,595.99
dell,15.6,2000.0,32.0,1032.65
dell,15.6,256.0,16.0,878.37
dell,14.0,1000.0,16.0,840.99
dell,14.0,512.0,16.0,801.99
dell,14.0,2000.0,16.0,886.99
dell,14.0,256.0,8.0,1122.99
dell,14.0,512.0,16.0,1179.99
dell,15.6,8000.0,32.0,1925.66
dell,15.6,256.0,32.0,614.4
dell,14.0,256.0,8.0,765.75
dell,13.3,256.0,8.0,739.99
dell,13.3,512.0,16.0,900.89
dell,15.6,256.0,32.0,916.66
dell,15.6,512.0,16.0,923.99
dell,15.6,512.0,16.0,921.16
dell,15.6,256.0,16.0,844.58
hp,15.6,512.0,16.0,1049.0
dell,15.6,512.0,32.0,688.99
dell,14.0,256.0,16.0,764.99
dell,15.6,4000.0,32.0,2005.99
dell,15.6,512.0,64.0,775.99
dell,14.0,2000.0,16.0,880.99
dell,15.6,512.0,32.0,2860.99
dell,13.3,256.0,8.0,576.99
dell,15.6,512.0,4.0,891.88
dell,15.6,2000.0,32.0,877.99
dell,15.6,8000.0,16.0,4000.07
dell,15.6,256.0,64.0,735.99
dell,17.0,512.0,16.0,2501.99
dell,16.0,1000.0,16.0,1459.0
dell,13.3,512.0,16.0,730.99
dell,15.6,128.0,64.0,735.99
dell,15.6,512.0,16.0,1620.99
dell,15.6,2000.0,16.0,1038.28
dell,15.6,8000.0,64.0,1933.99
dell,15.6,256.0,32.0,2407.99
dell,15.6,1000.0,64.0,1941.99
dell,15.6,1000.0,64.0,2030.99
dell,15.6,2000.0,32.0,1038.28
dell,15.6,2000.0,64.0,2389.13
dell,15.6,2000.0,16.0,994.35
dell,14.0,2000.0,32.0,1552.99
dell,15.6,128.0,32.0,660.99
dell,15.6,1000.0,64.0,758.99
dell,15.6,2000.0,16.0,754.99
dell,15.6,500.0,16.0,618.99
dell,15.6,1000.0,16.0,790.99
dell,14.0,256.0,16.0,764.99
dell,14.0,1000.0,8.0,840.99
dell,15.6,512.0,32.0,773.99
dell,15.6,512.0,8.0,648.11
dell,15.6,512.0,4.0,1574.99
dell,14.0,512.0,32.0,3820.99
dell,14.0,256.0,32.0,841.99
dell,14.0,256.0,16.0,1751.99
dell,15.6,4000.0,16.0,3042.79
dell,15.6,512.0,12.0,889.99
lenovo,14.0,4000.0,16.0,1559.0
dell,15.6,512.0,16.0,988.99
dell,14.0,128.0,16.0,764.99
dell,14.0,512.0,16.0,807.99
dell,13.3,512.0,8.0,863.99
dell,14.0,512.0,32.0,1053.99
dell,15.6,2000.0,64.0,813.99
dell,15.6,2000.0,64.0,1138.5
dell,15.6,512.0,16.0,915.52
dell,15.6,2000.0,32.0,784.64
dell,15.6,2000.0,16.0,1720.99
dell,15.6,512.0,16.0,1672.99
lenovo,15.6,2000.0,8.0,729.99
dell,14.0,1000.0,64.0,1153.14
dell,13.4,256.0,8.0,1225.99
dell,15.6,128.0,8.0,619.99
dell,14.0,1000.0,32.0,922.99
dell,15.6,512.0,32.0,1556.1
lenovo,14.0,1000.0,16.0,1259.0
dell,15.6,128.0,4.0,1563.99
dell,15.6,1000.0,32.0,2488.99
acer,15.6,2000.0,4.0,759.99
lenovo,16.0,4000.0,16.0,2879.0
dell,16.0,1000.0,32.0,1439.0
dell,15.6,256.0,32.0,613.99
dell,14.0,512.0,16.0,1305.99
dell,15.6,512.0,8.0,1373.99
dell,15.6,2000.0,32.0,1865.99
dell,15.6,512.0,16.0,1763.99
dell,15.6,256.0,32.0,1725.99
dell,15.6,512.0,64.0,1885.99
dell,13.3,256.0,16.0,1367.45
dell,17.0,1000.0,16.0,2253.72
dell,17.3,512.0,16.0,1951.52
dell,15.6,2000.0,16.0,2945.99
dell,13.3,256.0,16.0,991.99
dell,16.0,1000.0,16.0,2807.93
lenovo,16.0,1000.0,31.99,2132.97
dell,14.0,512.0,16.0,699.99
dell,14.0,256.0,32.0,2291.99
dell,18.0,2000.0,32.0,2640.17
dell,15.6,2000.0,16.0,1971.99
dell,15.6,8000.0,16.0,1887.38
dell,15.6,512.0,64.0,764.4
dell,15.6,256.0,4.0,691.99
dell,15.6,512.0,12.0,890.37
dell,15.6,256.0,12.0,852.99
dell,15.6,1000.0,64.0,3335.99
dell,14.0,128.0,8.0,765.75
dell,15.6,512.0,32.0,773.99
dell,15.6,512.0,16.0,1710.99
dell,18.0,2000.0,32.0,2321.99
dell,13.4,512.0,32.0,1720.95
dell,16.0,512.0,8.0,888.99
hp,15.6,512.0,8.0,479.99
dell,15.6,1000.0,32.0,992.1
dell,15.6,1000.0,64.0,1086.71
dell,15.6,2000.0,8.0,618.15
dell,15.6,1000.0,32.0,1702.99
hp,15.6,1000.0,32.0,959.0
dell,15.6,128.0,8.0,1529.99
dell,15.6,1000.0,16.0,936.93
lenovo,13.3,2000.0,16.0,1079.0
dell,18.0,2000.0,32.0,2640.17
dell,15.6,2000.0,32.0,735.59
dell,18.0,512.0,16.0,3163.36
dell,15.6,4000.0,64.0,2912.99
dell,15.6,500.0,64.0,721.83
dell,15.6,512.0,32.0,641.86
dell,15.6,4000.0,16.0,1958.99
dell,15.6,1000.0,16.0,2437.64
dell,14.0,2000.0,64.0,1209.99
dell,15.6,2000.0,16.0,2433.27
dell,15.6,8000.0,64.0,3132.99
dell,15.6,1000.0,64.0,3175.75
dell,17.3,512.0,32.0,2815.3
dell,15.6,2000.0,32.0,3111.99
dell,13.3,512.0,32.0,1621.99
dell,15.6,512.0,32.0,780.99
dell,15.6,512.0,16.0,1620.99
dell,15.6,256.0,8.0,594.99
dell,14.0,256.0,32.0,1015.99
dell,14.0,1000.0,16.0,2104.92
dell,14.0,128.0,4.0,777.02
dell,18.0,1000.0,16.0,2954.63
dell,15.6,1000.0,32.0,683.99
dell,15.6,1000.0,16.0,703.99
dell,15.6,256.0,16.0,1077.99
dell,14.0,512.0,16.0,1327.99
dell,15.6,4000.0,32.0,1218.46
dell,14.0,512.0,32.0,1058.99
dell,15.6,1000.0,16.0,1679.99
dell,15.6,1000.0,16.0,2436.99
dell,13.3,512.0,16.0,1194.99
dell,14.0,512.0,16.0,1621.99
dell,15.6,2000.0,16.0,999.99
dell,15.6,512.0,8.0,1102.99
dell,13.3,512.0,16.0,934.67
dell,14.0,512.0,32.0,1314.99
hp,15.6,1000.0,32.0,809.0
dell,15.6,1000.0,16.0,776.99
dell,14.0,1000.0,16.0,2103.99
dell,16.0,2000.0,64.0,2959.99
dell,14.0,256.0,16.0,1316.99
dell,16.0,512.0,16.0,3007.99
lenovo,14.0,2000.0,16.0,1229.0
lenovo,13.3,512.0,16.0,799.99
dell,17.0,512.0,64.0,2815.3
dell,16.0,512.0,16.0,1161.11
dell,15.6,256.0,16.0,822.99
dell,16.0,4000.0,64.0,3946.44
dell,14.0,256.0,16.0,2550.99
hp,15.6,1000.0,16.0,729.0
dell,15.6,512.0,16.0,981.99
dell,15.6,4000.0,64.0,3447.23
dell,18.0,1000.0,64.0,2713.81
dell,15.6,256.0,64.0,689.33
dell,15.6,512.0,16.0,2572.05
dell,15.6,4000.0,64.0,2622.99
dell,14.0,1000.0,64.0,1265.99
dell,14.0,256.0,16.0,3415.99
dell,15.6,1000.0,32.0,731.83
dell,15.6,1000.0,8.0,936.93
dell,14.0,256.0,16.0,1130.99
dell,15.6,1000.0,32.0,1046.99
dell,15.6,512.0,16.0,1173.01
dell,16.0,2000.0,32.0,3854.66
dell,15.6,4000.0,32.0,2102.99
dell,16.0,1000.0,32.0,3757.54
dell,16.0,512.0,16.0,1210.99
dell,15.6,256.0,12.0,853.82
dell,15.6,256.0,8.0,861.48
dell,15.6,2000.0,16.0,989.85
dell,15.6,4000.0,16.0,2053.99
dell,14.0,1000.0,32.0,1275.99
dell,15.6,2000.0,64.0,1132.87
dell,13.3,256.0,16.0,821.99
dell,15.6,256.0,16.0,2354.99
dell,15.6,2000.0,64.0,2388.99
dell,15.6,1000.0,32.0,1259.0
dell,16.0,1000.0,16.0,1310.99
dell,15.6,512.0,16.0,943.69
dell,15.6,1000.0,16.0,967.99
msi,15.6,2000.0,48.0,1589.0
dell,15.6,1000.0,8.0,931.3
acer,15.6,1000.0,32.0,1559.0
msi,17.3,1000.0,64.0,1849.0
dell,16.0,2000.0,32.0,3854.66
dell,15.6,1000.0,32.0,1909.99
dell,14.0,128.0,4.0,968.99
dell,17.3,1000.0,16.0,2700.99
dell,15.6,512.0,64.0,3287.15
lenovo,13.3,512.0,16.0,949.0
lenovo,16.0,512.0,16.0,1199.99
dell,13.4,1000.0,16.0,1494.62
dell,17.0,1000.0,64.0,3415.99
dell,18.0,1000.0,32.0,2478.32
dell,15.6,4000.0,64.0,2629.99
dell,15.6,1000.0,64.0,1830.99
dell,15.6,2000.0,32.0,743.09
dell,15.6,1000.0,16.0,1661.99
dell,15.6,256.0,4.0,691.99
dell,15.6,8000.0,32.0,4398.99
dell,15.6,256.0,16.0,864.99
dell,13.4,512.0,32.0,1495.99
lenovo,16.0,1000.0,48.0,2459.0
dell,14.0,1000.0,32.0,3869.99
dell,13.3,256.0,16.0,899.99
dell,14.0,1000.0,8.0,840.99
dell,17.3,1000.0,16.0,2410.99
lenovo,15.6,4000.0,12.0,1409.0
dell,15.6,2000.0,64.0,1469.0
dell,17.0,1000.0,32.0,2815.3
dell,15.6,512.0,32.0,953.82
dell,15.6,4000.0,16.0,1185.79
dell,15.6,512.0,16.0,1666.65
dell,15.6,1000.0,8.0,690.58
dell,15.6,4000.0,16.0,1950.99
dell,15.6,1000.0,16.0,619.99
acer,17.3,4000.0,64.0,2049.0
dell,14.0,2000.0,16.0,886.99
dell,15.6,512.0,32.0,699.99
dell,15.6,4000.0,64.0,1318.68
dell,14.0,1000.0,16.0,1267.99
dell,15.6,4000.0,32.0,3329.94
dell,15.6,128.0,4.0,608.33
dell,14.0,256.0,16.0,708.99
dell,14.0,1000.0,16.0,1424.99
dell,15.6,500.0,8.0,599.44
dell,15.6,4000.0,32.0,955.99
dell,14.0,1000.0,16.0,1155.99
dell,15.6,6000.0,16.0,1670.99
dell,15.6,256.0,16.0,2366.99
dell,15.6,512.0,32.0,953.82
dell,14.0,128.0,4.0,1078.99
dell,15.0,512.0,16.0,1046.99
dell,13.3,256.0,16.0,683.99
dell,14.0,512.0,32.0,1125.99
dell,14.0,2000.0,16.0,1328.99
dell,15.6,2000.0,16.0,714.99
dell,17.3,1000.0,32.0,3176.99
dell,15.6,512.0,16.0,2126.99
dell,15.6,512.0,8.0,1584.99
dell,15.6,512.0,8.0,921.99
dell,15.6,256.0,16.0,719.99
dell,15.6,512.0,64.0,2877.06
dell,15.6,2000.0,64.0,821.99
dell,15.6,512.0,16.0,660.99
dell,18.0,1000.0,32.0,2675.28
dell,16.0,512.0,32.0,1989.85
dell,18.0,512.0,16.0,2244.54
dell,15.6,4000.0,32.0,2109.99
dell,15.6,2000.0,32.0,1761.99
dell,14.0,2000.0,16.0,1283.99
dell,14.0,512.0,32.0,1231.99
dell,15.6,512.0,8.0,647.99
dell,16.0,2000.0,16.0,1479.0
dell,14.0,1000.0,16.0,1305.17
dell,16.0,256.0,12.0,739.99
dell,15.6,512.0,32.0,953.82
dell,13.3,256.0,16.0,821.99
dell,14.0,1000.0,32.0,2033.26
asus,17.3,1000.0,24.0,1139.0
lg,16.0,8000.0,32.0,2489.99
dell,16.0,1000.0,32.0,2400.99
dell,15.6,2000.0,32.0,2255.92
dell,15.6,1000.0,16.0,1409.99
dell,17.3,1000.0,64.0,3196.99
dell,14.0,128.0,4.0,2211.99
dell,15.6,512.0,64.0,1059.67
dell,15.6,512.0,16.0,942.99
dell,15.6,256.0,64.0,2535.99
dell,15.6,4000.0,32.0,956.49
dell,14.0,256.0,16.0,1014.99
dell,15.6,2000.0,16.0,635.67
dell,15.6,256.0,8.0,1077.99
dell,15.6,256.0,16.0,586.96
dell,15.6,512.0,16.0,2810.99
dell,14.0,256.0,16.0,1056.99
dell,15.6,4000.0,64.0,1037.99
hp,15.6,2000.0,48.0,839.0
hp,15.6,2000.0,48.0,1239.0
dell,15.6,2000.0,32.0,1865.99
dell,15.6,256.0,16.0,1660.99
dell,15.6,1000.0,64.0,2216.99
dell,15.6,256.0,8.0,2007.99
dell,16.0,1000.0,16.0,1043.99
dell,15.6,128.0,8.0,558.99
dell,14.0,256.0,16.0,788.28
dell,15.6,1000.0,16.0,809.99
dell,15.6,1000.0,16.0,953.82
dell,15.6,500.0,32.0,645.99
dell,14.0,512.0,16.0,801.99
dell,15.6,2000.0,8.0,693.99
dell,15.6,512.0,8.0,599.99
dell,15.6,512.0,16.0,1667.99
dell,14.0,512.0,8.0,807.99
msi,15.6,2000.0,64.0,1029.99
dell,15.6,256.0,32.0,2102.99
dell,15.6,128.0,16.0,1690.99
dell,15.6,256.0,16.0,713.99
dell,15.6,2000.0,32.0,877.99
dell,15.6,1000.0,8.0,931.3
dell,15.6,512.0,12.0,732.99
dell,15.6,128.0,8.0,691.99
dell,15.6,1000.0,16.0,1626.99
dell,13.3,256.0,8.0,739.99
dell,16.0,4000.0,40.0,1512.99
dell,15.6,256.0,8.0,2337.99
lenovo,15.6,2000.0,16.0,1279.0
msi,17.3,1000.0,16.0,1999.0
dell,15.6,256.0,16.0,439.99
dell,14.0,1000.0,16.0,1528.99
dell,15.6,500.0,8.0,604.99
lenovo,16.0,1000.0,16.0,1309.0
acer,15.6,512.0,8.0,709.0
dell,14.0,1000.0,64.0,1158.77
dell,15.6,256.0,4.0,844.58
dell,15.6,1000.0,16.0,1366.99
dell,13.3,256.0,16.0,899.99
dell,16.0,2000.0,64.0,2738.99
dell,15.6,256.0,16.0,1683.99
dell,15.6,2000.0,64.0,2675.99
dell,14.0,256.0,16.0,764.99
dell,15.6,1000.0,32.0,992.1
dell,15.6,1000.0,16.0,1764.99
hp,15.6,512.0,16.0,899.0
dell,15.6,512.0,16.0,2604.99
dell,17.3,2000.0,64.0,2921.99
dell,15.6,1000.0,64.0,3178.99
dell,16.0,2000.0,40.0,1365.99
dell,16.0,1000.0,16.0,1084.99
dell,17.0,512.0,64.0,3331.99
dell,18.0,1000.0,64.0,3002.99
dell,14.0,256.0,8.0,813.99
dell,13.3,512.0,16.0,807.99
dell,15.6,1000.0,16.0,1757.99
dell,14.0,256.0,16.0,1046.99
dell,14.0,512.0,16.0,2401.99
dell,18.0,1000.0,32.0,2790.04
msi,15.6,2000.0,48.0,1689.0
dell,15.6,512.0,16.0,2268.99
dell,16.0,1000.0,16.0,1207.99
dell,14.0,256.0,16.0,1212.99
dell,13.3,512.0,16.0,1311.99
dell,14.0,2000.0,16.0,880.99
dell,14.0,128.0,4.0,764.99
dell,15.6,512.0,16.0,921.16
dell,15.6,512.0,16.0,802.99
dell,14.0,512.0,16.0,801.99
dell,14.0,1000.0,32.0,1267.99
dell,15.6,256.0,16.0,1783.99
dell,13.3,512.0,16.0,844.58
dell,18.0,4000.0,64.0,4143.99
asus,15.6,1000.0,16.0,1179.0
dell,16.0,1000.0,16.0,2806.99
dell,15.6,1000.0,64.0,809.99
dell,15.6,128.0,16.0,633.99
dell,16.0,512.0,16.0,1043.99
lenovo,16.0,1000.0,16.0,1839.0
dell,14.0,256.0,16.0,764.99
dell,14.0,256.0,8.0,1733.99
dell,15.6,512.0,16.0,2385.99
dell,14.0,512.0,32.0,1708.99
asus,17.3,1000.0,16.0,1049.0
lenovo,15.6,1000.0,12.0,589.0
dell,13.4,512.0,32.0,1720.95
dell,15.6,2000.0,24.0,1269.0
dell,17.0,32.0,128.0,4618.0
dell,14.0,4000.0,32.0,2620.99
dell,15.6,256.0,16.0,1576.99
dell,15.6,256.0,16.0,1929.99
dell,14.0,512.0,8.0,1204.99
dell,17.0,1000.0,32.0,3212.99
dell,17.0,1000.0,64.0,3378.36
dell,17.3,256.0,32.0,2792.78
dell,14.0,256.0,16.0,1008.94
dell,17.3,1000.0,32.0,2580.73
dell,15.6,2000.0,16.0,1816.99
dell,15.6,512.0,32.0,640.99
dell,14.0,512.0,16.0,1023.99
dell,13.3,256.0,8.0,730.99
dell,14.0,1000.0,32.0,1493.99
dell,15.6,512.0,32.0,1667.99
dell,15.6,4000.0,16.0,3496.99
dell,15.6,1000.0,64.0,2616.99
dell,15.6,256.0,32.0,672.99
dell,16.0,4000.0,64.0,2699.0
dell,14.0,256.0,16.0,1431.99
acer,15.6,2000.0,64.0,1819.0
dell,16.0,1000.0,32.0,3514.99
dell,14.0,256.0,16.0,2316.99
dell,15.6,1000.0,8.0,2142.99
dell,15.6,2000.0,32.0,2409.99
asus,15.6,1000.0,32.0,1279.0
dell,17.3,1000.0,32.0,2357.99
dell,16.0,1000.0,16.0,1249.99
dell,18.0,1000.0,32.0,2517.99
dell,15.6,2000.0,64.0,2636.99
dell,14.0,512.0,16.0,1023.99
dell,15.6,1000.0,32.0,1143.99
dell,14.0,512.0,16.0,807.99
dell,14.0,512.0,32.0,1139.99
dell,14.0,512.0,16.0,740.99
dell,17.3,2000.0,64.0,3533.99
dell,14.0,512.0,32.0,1314.99
dell,15.6,512.0,16.0,1334.99
dell,18.0,4000.0,64.0,3829.99
dell,18.0,1000.0,32.0,2595.99
dell,13.0,512.0,16.0,1284.99
dell,18.0,1000.0,32.0,2720.99
dell,13.3,1000.0,32.0,1724.99
dell,14.0,256.0,16.0,1357.99
dell,16.0,1000.0,16.0,1084.99
dell,16.0,2000.0,48.0,2219.99
dell,16.0,1000.0,16.0,1084.99
dell,14.0,256.0,32.0,954.94
hp,15.6,2000.0,24.0,989.0
dell,14.0,512.0,64.0,1313.99
dell,14.0,128.0,4.0,960.99
dell,14.0,256.0,16.0,1309.99
dell,14.0,512.0,16.0,1422.99
dell,15.6,512.0,32.0,1091.99
dell,13.0,512.0,8.0,1253.99
dell,15.6,2000.0,48.0,1819.0
dell,13.3,256.0,16.0,1076.22
dell,15.6,512.0,32.0,1781.99
dell,13.3,256.0,16.0,1341.99
dell,15.6,1000.0,32.0,1883.99
dell,17.3,512.0,8.0,1282.99
dell,18.0,2000.0,32.0,2686.99
acer,15.6,1000.0,32.0,1559.0
dell,14.0,1000.0,32.0,1395.99
dell,14.0,512.0,16.0,1229.99
dell,15.6,2000.0,16.0,1768.99
dell,15.6,512.0,32.0,2548.99
dell,13.4,1000.0,32.0,1355.84
dell,18.0,1000.0,32.0,2477.99
dell,13.4,1000.0,16.0,1502.99
dell,14.0,256.0,16.0,1455.99
dell,16.0,1000.0,16.0,2280.99
dell,13.3,1000.0,32.0,1614.99
dell,18.0,2000.0,64.0,2659.99
asus,15.6,1000.0,12.0,1159.0
hp,15.6,512.0,24.0,989.0
acer,17.3,512.0,8.0,679.0
hp,17.3,512.0,16.0,1299.0
hp,15.6,4000.0,64.0,1599.0
acer,15.6,2000.0,40.0,1139.0
hp,15.6,2000.0,32.0,1419.0
hp,15.6,2000.0,32.0,1599.0
hp,15.6,1000.0,32.0,1239.0
hp,15.6,1000.0,48.0,1379.0
hp,15.6,1000.0,32.0,1059.0
hp,14.0,256.0,16.0,322.75
lenovo,15.6,512.0,16.0,1594.95
dell,15.6,2000.0,64.0,2155.99
dell,15.6,1000.0,32.0,1000.99
dell,15.6,512.0,16.0,2219.99
dell,15.6,2000.0,32.0,734.99
dell,15.6,1000.0,8.0,2142.99
dell,15.6,256.0,32.0,2085.99
dell,13.4,512.0,32.0,1730.99
dell,15.6,1000.0,24.0,1599.0
dell,15.6,512.0,32.0,1382.99
hp,15.6,1000.0,32.0,1349.0
dell,13.4,1000.0,32.0,1725.99
dell,17.0,1000.0,64.0,3049.0
lg,17.0,4000.0,16.0,1669.0
acer,15.6,1000.0,32.0,1199.0
lg,16.0,2000.0,16.0,1709.0
samsung,13.3,256.0,16.0,1449.99
lenovo,15.6,2000.0,16.0,2169.99
acer,17.3,512.0,12.0,799.0
hp,17.3,1000.0,32.0,1389.0
lg,14.0,512.0,8.0,1067.47
hp,16.1,2000.0,48.0,1829.0
lenovo,14.0,1000.0,24.0,899.0
hp,17.3,2000.0,12.0,1529.0
lg,16.0,2000.0,16.0,1529.0
hp,14.0,512.0,32.0,1260.75
dell,14.0,1000.0,16.0,1299.0
dell,13.4,1000.0,16.0,1493.99
hp,14.0,1000.0,24.0,669.0
dell,15.6,512.0,16.0,1462.99
hp,15.6,512.0,16.0,909.99
dell,15.6,256.0,4.0,1563.99
dell,14.0,2000.0,64.0,1001.11
dell,15.6,1000.0,16.0,1681.99
dell,16.0,4000.0,64.0,1227.99
dell,15.6,256.0,32.0,1028.99
msi,17.3,1000.0,32.0,1844.1
msi,15.6,512.0,16.0,1199.0
lenovo,16.0,512.0,16.0,1643.63
hp,16.1,2000.0,24.0,1409.0
msi,15.6,512.0,32.0,1399.0
dell,15.6,1000.0,16.0,1071.99
dell,16.0,512.0,16.0,2939.99
acer,15.6,512.0,4.0,434.96
dell,15.6,512.0,16.0,1068.99
hp,14.0,512.0,8.0,729.0
dell,16.0,4000.0,64.0,2069.0
dell,16.0,512.0,16.0,708.99
dell,15.6,128.0,12.0,556.99
dell,13.3,256.0,16.0,1197.99
dell,14.0,1000.0,16.0,834.99
dell,15.0,512.0,16.0,1046.99
dell,15.0,128.0,8.0,1021.99
dell,14.0,1000.0,32.0,1327.99
dell,16.0,4000.0,64.0,4881.99
lenovo,15.6,2000.0,12.0,1229.0
dell,14.0,256.0,8.0,1161.99
dell,15.6,512.0,32.0,1513.99
dell,15.6,1000.0,16.0,2368.99
dell,17.0,2000.0,64.0,3179.99
dell,18.0,1000.0,32.0,2408.99
acer,15.6,2000.0,8.0,1039.0
lg,17.0,3000.0,16.0,1729.0
dell,13.4,512.0,32.0,1537.99
dell,15.6,2000.0,32.0,802.99
dell,16.0,1000.0,32.0,1680.99
dell,13.4,512.0,32.0,1495.99
acer,15.6,512.0,16.0,696.34
dell,15.6,256.0,8.0,607.99
dell,16.0,1000.0,64.0,2032.65
dell,15.6,256.0,8.0,637.99
dell,14.0,256.0,16.0,1444.99
dell,13.4,2000.0,32.0,1889.99
dell,15.6,512.0,16.0,1565.99
dell,16.0,256.0,8.0,415.99
lenovo,15.6,1000.0,48.0,1899.0
lenovo,14.0,2000.0,8.0,999.0
hp,17.3,2000.0,64.0,3769.0
dell,15.6,1000.0,16.0,1693.99
dell,15.6,2000.0,16.0,1714.99
dell,15.6,1000.0,32.0,1079.99
dell,12.0,512.0,32.0,2696.99
hp,15.6,2000.0,8.0,1209.0
dell,16.0,256.0,16.0,1927.99
dell,12.0,512.0,32.0,2691.99
hp,14.0,64.0,4.0,299.0
lenovo,15.6,1000.0,8.0,819.0
acer,15.6,2000.0,24.0,1629.0
lenovo,15.6,512.0,16.0,959.0
dell,13.4,1000.0,16.0,1517.99
dell,15.6,512.0,16.0,2425.07
dell,15.6,1000.0,16.0,1655.99
dell,16.0,1000.0,32.0,2324.99
dell,15.6,512.0,4.0,597.99
dell,13.3,256.0,16.0,900.89
dell,15.6,1000.0,32.0,951.99
dell,16.0,1000.0,16.0,2310.99
dell,16.0,512.0,32.0,3319.99
dell,16.0,1000.0,64.0,2100.22
dell,15.6,2000.0,32.0,2648.99
dell,14.0,1000.0,16.0,1528.99
dell,17.0,512.0,32.0,2785.99
dell,14.0,2000.0,32.0,1058.99
dell,15.6,512.0,8.0,591.99
dell,14.0,512.0,8.0,1771.99
dell,14.0,256.0,16.0,938.99
